sha	scope	path_or_hunk	decision	reason	target_batch
f4535640713c6efbab0dc742c2766de9871eccad	path	core/src/main/assets/messages/actors/actors_it.properties	slice2	reviewed: override -	slice2-feature
f4535640713c6efbab0dc742c2766de9871eccad	path	core/src/main/assets/messages/actors/actors_ja.properties	slice2	reviewed: override -	slice2-feature
f4535640713c6efbab0dc742c2766de9871eccad	path	core/src/main/assets/messages/actors/actors_ko.properties	slice2	reviewed: override -	slice2-feature
f4535640713c6efbab0dc742c2766de9871eccad	path	core/src/main/assets/messages/actors/actors_nl.properties	slice2	reviewed: override -	slice2-feature
f4535640713c6efbab0dc742c2766de9871eccad	path	core/src/main/assets/messages/actors/actors_pl.properties	slice2	reviewed: override -	slice2-feature
f4535640713c6efbab0dc742c2766de9871eccad	path	core/src/main/assets/messages/actors/actors_pt.properties	slice2	reviewed: override -	slice2-feature
f4535640713c6efbab0dc742c2766de9871eccad	path	core/src/main/assets/messages/actors/actors_ru.properties	slice2	reviewed: override -	slice2-feature
f4535640713c6efbab0dc742c2766de9871eccad	path	core/src/main/assets/messages/actors/actors_tr.properties	slice2	reviewed: override -	slice2-feature
f4535640713c6efbab0dc742c2766de9871eccad	path	core/src/main/assets/messages/actors/actors_uk.properties	slice2	reviewed: override -	slice2-feature
f4535640713c6efbab0dc742c2766de9871eccad	path	core/src/main/assets/messages/actors/actors_vi.properties	slice2	reviewed: override -	slice2-feature
f4535640713c6efbab0dc742c2766de9871eccad	path	core/src/main/assets/messages/actors/actors_zh.properties	slice2	reviewed: override -	slice2-feature
f4535640713c6efbab0dc742c2766de9871eccad	path	core/src/main/assets/messages/items/items_be.properties	slice2	reviewed: override -	slice2-feature
f4535640713c6efbab0dc742c2766de9871eccad	path	core/src/main/assets/messages/items/items_cs.properties	slice2	reviewed: override -	slice2-feature
f4535640713c6efbab0dc742c2766de9871eccad	path	core/src/main/assets/messages/items/items_de.properties	slice2	reviewed: override -	slice2-feature
f4535640713c6efbab0dc742c2766de9871eccad	path	core/src/main/assets/messages/items/items_el.properties	slice2	reviewed: override -	slice2-feature
f4535640713c6efbab0dc742c2766de9871eccad	path	core/src/main/assets/messages/items/items_eo.properties	slice2	reviewed: override -	slice2-feature
f4535640713c6efbab0dc742c2766de9871eccad	path	core/src/main/assets/messages/items/items_es.properties	slice2	reviewed: override -	slice2-feature
f4535640713c6efbab0dc742c2766de9871eccad	path	core/src/main/assets/messages/items/items_fr.properties	slice2	reviewed: override -	slice2-feature
f4535640713c6efbab0dc742c2766de9871eccad	path	core/src/main/assets/messages/items/items_hu.properties	slice2	reviewed: override -	slice2-feature
f4535640713c6efbab0dc742c2766de9871eccad	path	core/src/main/assets/messages/items/items_in.properties	slice2	reviewed: override -	slice2-feature
f4535640713c6efbab0dc742c2766de9871eccad	path	core/src/main/assets/messages/items/items_it.properties	slice2	reviewed: override -	slice2-feature
f4535640713c6efbab0dc742c2766de9871eccad	path	core/src/main/assets/messages/items/items_ja.properties	slice2	reviewed: override -	slice2-feature
f4535640713c6efbab0dc742c2766de9871eccad	path	core/src/main/assets/messages/items/items_ko.properties	slice2	reviewed: override -	slice2-feature
f4535640713c6efbab0dc742c2766de9871eccad	path	core/src/main/assets/messages/items/items_nl.properties	slice2	reviewed: override -	slice2-feature
f4535640713c6efbab0dc742c2766de9871eccad	path	core/src/main/assets/messages/items/items_pl.properties	slice2	reviewed: override -	slice2-feature
f4535640713c6efbab0dc742c2766de9871eccad	path	core/src/main/assets/messages/items/items_pt.properties	slice2	reviewed: override -	slice2-feature
f4535640713c6efbab0dc742c2766de9871eccad	path	core/src/main/assets/messages/items/items_ru.properties	slice2	reviewed: override -	slice2-feature
f4535640713c6efbab0dc742c2766de9871eccad	path	core/src/main/assets/messages/items/items_tr.properties	slice2	reviewed: override -	slice2-feature
f4535640713c6efbab0dc742c2766de9871eccad	path	core/src/main/assets/messages/items/items_uk.properties	slice2	reviewed: override -	slice2-feature
f4535640713c6efbab0dc742c2766de9871eccad	path	core/src/main/assets/messages/items/items_vi.properties	slice2	reviewed: override -	slice2-feature
f4535640713c6efbab0dc742c2766de9871eccad	path	core/src/main/assets/messages/items/items_zh.properties	slice2	reviewed: override -	slice2-feature
f4535640713c6efbab0dc742c2766de9871eccad	path	core/src/main/assets/messages/journal/journal_de.properties	slice2	reviewed: override -	slice2-feature
f4535640713c6efbab0dc742c2766de9871eccad	path	core/src/main/assets/messages/journal/journal_el.properties	slice2	reviewed: override -	slice2-feature
f4535640713c6efbab0dc742c2766de9871eccad	path	core/src/main/assets/messages/journal/journal_eo.properties	slice2	reviewed: override -	slice2-feature
f4535640713c6efbab0dc742c2766de9871eccad	path	core/src/main/assets/messages/journal/journal_fr.properties	slice2	reviewed: override -	slice2-feature
f4535640713c6efbab0dc742c2766de9871eccad	path	core/src/main/assets/messages/journal/journal_pl.properties	slice2	reviewed: override -	slice2-feature
f4535640713c6efbab0dc742c2766de9871eccad	path	core/src/main/assets/messages/journal/journal_pt.properties	slice2	reviewed: override -	slice2-feature
f4535640713c6efbab0dc742c2766de9871eccad	path	core/src/main/assets/messages/journal/journal_tr.properties	slice2	reviewed: override -	slice2-feature
f4535640713c6efbab0dc742c2766de9871eccad	path	core/src/main/assets/messages/journal/journal_vi.properties	slice2	reviewed: override -	slice2-feature
f4535640713c6efbab0dc742c2766de9871eccad	path	core/src/main/assets/messages/levels/levels_de.properties	slice2	reviewed: override -	slice2-feature
f4535640713c6efbab0dc742c2766de9871eccad	path	core/src/main/assets/messages/levels/levels_el.properties	slice2	reviewed: override -	slice2-feature
f4535640713c6efbab0dc742c2766de9871eccad	path	core/src/main/assets/messages/levels/levels_fr.properties	slice2	reviewed: override -	slice2-feature
f4535640713c6efbab0dc742c2766de9871eccad	path	core/src/main/assets/messages/levels/levels_pl.properties	slice2	reviewed: override -	slice2-feature
f4535640713c6efbab0dc742c2766de9871eccad	path	core/src/main/assets/messages/misc/misc_de.properties	slice2	reviewed: override -	slice2-feature
f4535640713c6efbab0dc742c2766de9871eccad	path	core/src/main/assets/messages/misc/misc_el.properties	slice2	reviewed: override -	slice2-feature
f4535640713c6efbab0dc742c2766de9871eccad	path	core/src/main/assets/messages/misc/misc_eo.properties	slice2	reviewed: override -	slice2-feature
f4535640713c6efbab0dc742c2766de9871eccad	path	core/src/main/assets/messages/misc/misc_pl.properties	slice2	reviewed: override -	slice2-feature
f4535640713c6efbab0dc742c2766de9871eccad	path	core/src/main/assets/messages/misc/misc_zh.properties	slice2	reviewed: override -	slice2-feature
f4535640713c6efbab0dc742c2766de9871eccad	path	core/src/main/assets/messages/plants/plants_cs.properties	slice2	reviewed: override -	slice2-feature
f4535640713c6efbab0dc742c2766de9871eccad	path	core/src/main/assets/messages/plants/plants_hu.properties	slice2	reviewed: override -	slice2-feature
f4535640713c6efbab0dc742c2766de9871eccad	path	core/src/main/assets/messages/scenes/scenes_el.properties	slice2	reviewed: override -	slice2-feature
f4535640713c6efbab0dc742c2766de9871eccad	path	core/src/main/assets/messages/scenes/scenes_fr.properties	slice2	reviewed: override -	slice2-feature
f4535640713c6efbab0dc742c2766de9871eccad	path	core/src/main/assets/messages/scenes/scenes_hu.properties	slice2	reviewed: override -	slice2-feature
f4535640713c6efbab0dc742c2766de9871eccad	path	core/src/main/assets/messages/scenes/scenes_pl.properties	slice2	reviewed: override -	slice2-feature
f4535640713c6efbab0dc742c2766de9871eccad	path	core/src/main/assets/messages/ui/ui_el.properties	slice2	reviewed: override -	slice2-feature
f4535640713c6efbab0dc742c2766de9871eccad	path	core/src/main/assets/messages/ui/ui_fr.properties	slice2	reviewed: override -	slice2-feature
f4535640713c6efbab0dc742c2766de9871eccad	path	core/src/main/assets/messages/ui/ui_hu.properties	slice2	reviewed: override -	slice2-feature
f4535640713c6efbab0dc742c2766de9871eccad	path	core/src/main/assets/messages/windows/windows_el.properties	slice2	reviewed: override -	slice2-feature
f4535640713c6efbab0dc742c2766de9871eccad	path	core/src/main/assets/messages/windows/windows_eo.properties	slice2	reviewed: override -	slice2-feature
f4535640713c6efbab0dc742c2766de9871eccad	path	core/src/main/assets/messages/windows/windows_fr.properties	slice2	reviewed: override -	slice2-feature
f4535640713c6efbab0dc742c2766de9871eccad	path	core/src/main/assets/messages/windows/windows_hu.properties	slice2	reviewed: override -	slice2-feature
f4535640713c6efbab0dc742c2766de9871eccad	path	core/src/main/assets/messages/windows/windows_pl.properties	slice2	reviewed: override -	slice2-feature
f4535640713c6efbab0dc742c2766de9871eccad	path	core/src/main/assets/messages/windows/windows_ru.properties	slice2	reviewed: override -	slice2-feature
f4535640713c6efbab0dc742c2766de9871eccad	path	core/src/main/assets/messages/windows/windows_tr.properties	slice2	reviewed: override -	slice2-feature
f4535640713c6efbab0dc742c2766de9871eccad	path	core/src/main/assets/messages/windows/windows_uk.properties	slice2	reviewed: override -	slice2-feature
f4535640713c6efbab0dc742c2766de9871eccad	path	core/src/main/assets/messages/windows/windows_vi.properties	slice2	reviewed: override -	slice2-feature
f4535640713c6efbab0dc742c2766de9871eccad	path	core/src/main/assets/messages/windows/windows_zh.properties	slice2	reviewed: override -	slice2-feature
f4535640713c6efbab0dc742c2766de9871eccad	path	core/src/main/java/com/shatteredpixel/shatteredpixeldungeon/messages/Languages.java	slice2	reviewed: override -	slice2-feature
f4535640713c6efbab0dc742c2766de9871eccad	path	core/src/main/java/com/shatteredpixel/shatteredpixeldungeon/ui/changelist/v2_X_Changes.java	excluded	reviewed: override -	excluded-upstream-docs
8f19feba79d0a40f0750461959bda71da9902a43	commit	all	slice2	provisional: Slice 2 feature path(s) only	slice2-feature
ca88370e48b3f52f408155a9e632167e05797ec1	commit	all	slice1	TRIAGE 2026-07-25 (machine, git+code-graph; NOT a human hunk review). Touches only classes present in CPDU (or created by another in-range slice1 commit); no MiningLevel/Crystal/Gnoll/Blacksmith-quest or Dungeon.branch reference on added lines. Unintegrated Slice 1 candidate, area-bucketed for Tasks 16-20. Hunk review still required. Prior: provisional: cold code (general engine/tuning)	triaged-mob
c00d7e5ce33c9f44294067d8dba25249cc3d9bad	commit	all	slice1	reviewed: Reviewed as Slice 1 engine or tuning work: updated Gradle, AGP, and R8.	build-review
c60e1d7db552697e200bd4781416606571889c51	commit	all	slice2	TRIAGE 2026-07-25 (machine, git+code-graph; NOT a human hunk review). Requires a class that only a slice2 content commit creates (mining/crystal/gnoll/fungi). Prior: provisional: cold code (general engine/tuning)	slice2-feature
c0ea6f043341f60f0de3059eed8e33c85e471f16	commit	all	slice2	provisional: Slice 2 feature path(s) only	slice2-feature
8db21a3f4e3801d7e041cd0ffe6ca0a0f6e69e0c	commit	all	slice2	TRIAGE 2026-07-25 (machine, git+code-graph; NOT a human hunk review). Requires a class that only a slice2 content commit creates (mining/crystal/gnoll/fungi). Prior: provisional: cold code (general engine/tuning)	slice2-feature
895d524f8e2485b3aeb895872d369ac9f7abd3e1	commit	all	slice2	provisional: Slice 2 feature path(s) only	slice2-feature
322f090f1359c5c3fcc507af8711cf339162768d	commit	all	slice2	provisional: Slice 2 feature path(s) only	slice2-feature
8498ed3044cc31544b60697ae8279d0586d4fced	commit	all	slice1	TRIAGE 2026-07-25 (machine, git+code-graph; NOT a human hunk review). Touches only classes present in CPDU (or created by another in-range slice1 commit); no MiningLevel/Crystal/Gnoll/Blacksmith-quest or Dungeon.branch reference on added lines. Unintegrated Slice 1 candidate, area-bucketed for Tasks 16-20. Hunk review still required. Prior: provisional: cold code (general engine/tuning)	triaged-ui
4db1fd5529a3cb4387d02070da5a2c575cf26eca	commit	all	slice1	TRIAGE 2026-07-25 (machine, git+code-graph; NOT a human hunk review). Touches only classes present in CPDU (or created by another in-range slice1 commit); no MiningLevel/Crystal/Gnoll/Blacksmith-quest or Dungeon.branch reference on added lines. Unintegrated Slice 1 candidate, area-bucketed for Tasks 16-20. Hunk review still required. Prior: provisional: cold code (general engine/tuning)	triaged-item
abc71513490973cc75c33366b52cdb602f0cefb5	commit	all	slice1	TRIAGE 2026-07-25 (machine, git+code-graph; NOT a human hunk review). Touches only classes present in CPDU (or created by another in-range slice1 commit); no MiningLevel/Crystal/Gnoll/Blacksmith-quest or Dungeon.branch reference on added lines. Unintegrated Slice 1 candidate, area-bucketed for Tasks 16-20. Hunk review still required. Prior: provisional: cold code (general engine/tuning)	triaged-mob
facd27b1843a75f69a7ea9e8ec48926acd40b5d1	commit	all	slice1	TRIAGE 2026-07-25 (machine, git+code-graph; NOT a human hunk review). Touches only classes present in CPDU (or created by another in-range slice1 commit); no MiningLevel/Crystal/Gnoll/Blacksmith-quest or Dungeon.branch reference on added lines. Unintegrated Slice 1 candidate, area-bucketed for Tasks 16-20. Hunk review still required. Prior: provisional: cold code (general engine/tuning)	triaged-buff
c8e7350e3b04def795ec473efbef878406def747	commit	all	slice1	TRIAGE 2026-07-25 (machine, git+code-graph; NOT a human hunk review). Touches only classes present in CPDU (or created by another in-range slice1 commit); no MiningLevel/Crystal/Gnoll/Blacksmith-quest or Dungeon.branch reference on added lines. Unintegrated Slice 1 candidate, area-bucketed for Tasks 16-20. Hunk review still required. Prior: provisional: cold code (general engine/tuning)	triaged-mob
e03b98ef079edb705a4967b387d04bb271af0d44	commit	all	slice1	TRIAGE 2026-07-25 (machine, git+code-graph; NOT a human hunk review). Confirmed cold: touches no com.shatteredpixel game class. cold-code classification upheld. Prior: provisional: cold code (general engine/tuning)	cold-code
01a9218ad7883b64c183243f151c3bcb47eb612f	commit	all	slice1	reviewed: Reviewed as Slice 1 engine or tuning work: stone of aggression rebalanced:.	hotspot-char
d99a42326ae79ae939642a602b0c52ac7838efc6	commit	all	slice1	TRIAGE 2026-07-25 (machine, git+code-graph; NOT a human hunk review). Touches only classes present in CPDU (or created by another in-range slice1 commit); no MiningLevel/Crystal/Gnoll/Blacksmith-quest or Dungeon.branch reference on added lines. Unintegrated Slice 1 candidate, area-bucketed for Tasks 16-20. Hunk review still required. Prior: provisional: cold code (general engine/tuning)	triaged-item
1bfe1f6060b24b65752ab99de0803445d1078429	commit	all	slice1	TRIAGE 2026-07-25 (machine, git+code-graph; NOT a human hunk review). Touches only classes present in CPDU (or created by another in-range slice1 commit); no MiningLevel/Crystal/Gnoll/Blacksmith-quest or Dungeon.branch reference on added lines. Unintegrated Slice 1 candidate, area-bucketed for Tasks 16-20. Hunk review still required. Prior: provisional: cold code (general engine/tuning)	triaged-item
1635c2a00f44720b69dbf96ce7f457c856dd6f0e	commit	all	slice1	TRIAGE 2026-07-25 (machine, git+code-graph; NOT a human hunk review). Touches only classes present in CPDU (or created by another in-range slice1 commit); no MiningLevel/Crystal/Gnoll/Blacksmith-quest or Dungeon.branch reference on added lines. Unintegrated Slice 1 candidate, area-bucketed for Tasks 16-20. Hunk review still required. Prior: provisional: cold code (general engine/tuning)	triaged-item
217c650f114fee8f7afaf2f0ed624adbc40c1fb2	commit	all	slice1	TRIAGE 2026-07-25 (machine, git+code-graph; NOT a human hunk review). Touches only classes present in CPDU (or created by another in-range slice1 commit); no MiningLevel/Crystal/Gnoll/Blacksmith-quest or Dungeon.branch reference on added lines. Unintegrated Slice 1 candidate, area-bucketed for Tasks 16-20. Hunk review still required. Prior: provisional: cold code (general engine/tuning)	triaged-ui
